track_name,artist_name,album_name,duration_minutes,spotify_url
What Next,Pawel Blaszczak,Dying Light: The Following (Original Game Soundtrack),3:48,https://open.spotify.com/track/6cH6FqGMAUIKX1jnKFV3Zd
Dark Utopia,FormantX,Let Them Look,1:28,https://open.spotify.com/track/4voCFgrT5fvQbVRZN9bbvM
Dystopia,Metal Instrumental Music,Brotherhood of Death,3:55,https://open.spotify.com/track/0z6jNFKPjFb9LrZNI3Hd5q
An Epic Empty City,Ambience Mastery,Post Apocalyptic City Ambience,5:08,https://open.spotify.com/track/5GEMaPBGWYVbSkjZlcvugd
Golden - Instrumental,HUNTR/X,Golden (from the Netflix film KPop Demon Hunters),3:12,https://open.spotify.com/track/5LByxLn1X1Q9vr0xa4ZLYf
Butterflies (Right Now) - Instrumental,Metro Boomin,Metro Boomin Presents: A Futuristic Summa (Hosted by DJ Spinz) [Instrumentals],3:29,https://open.spotify.com/track/3MbJzUfrrKQKv5UYd6ftN3
I'm God,Clams Casino,Instrumental Relics,4:37,https://open.spotify.com/track/0FVuyC9RP5MACjp4lgU3qZ
Birthday - Instrumental,Metro Boomin,Metro Boomin Presents: A Futuristic Summa (Hosted by DJ Spinz) [Instrumentals],3:28,https://open.spotify.com/track/1sydXpWI5xzy944HwAKebN
Clap - Instrumental,Metro Boomin,Metro Boomin Presents: A Futuristic Summa (Hosted by DJ Spinz) [Instrumentals],2:42,https://open.spotify.com/track/5JiY78lriMYy6z2LEbpqJ0
Slide - Instrumental,Metro Boomin,Metro Boomin Presents: A Futuristic Summa (Hosted by DJ Spinz) [Instrumentals],3:58,https://open.spotify.com/track/0ADyaaU1uuf6lhZmMCbPMD
Walk Humbly - Instrumental,Hillside Recording,Worship Instrumentals Volume I,1:35,https://open.spotify.com/track/5hryMWmhAOowUAmLeaftQo
Stories - Instrumental,Hillside Recording,Stories (Instrumental),2:18,https://open.spotify.com/track/19lfvxOIQzWRJeZWQUhyi9
Yes I Will - Instrumental,The Worship Initiative Instrumentals,"The Worship Initiative Instrumentals, Vol. 17-26",3:55,https://open.spotify.com/track/22z8oMNFSg4jMwKzgLUwGt
free - Instrumental,Khamir Music,free (Instrumental),2:10,https://open.spotify.com/track/0uw0kMWuNDQPog9blAzPcT
Calm,Instrumental Worship Collective,Calm,1:54,https://open.spotify.com/track/3zI8fd9XFAbUu8UJPB3YdP
Still - Instrumental,Khamir Music,Still (Instrumental),1:47,https://open.spotify.com/track/2iQksiwnkhxMUieONKstDl
devoted - Instrumental,Khamir Music,devoted (Instrumental),2:15,https://open.spotify.com/track/51YuRPullqctQPJpcv675m
Home (Instrumental),Khamir Music,Home (Instrumental),1:40,https://open.spotify.com/track/7EUsW2E71bRmoSfsCAUnuh
Instrumental,The Microphones,"The Glow, Pt. 2",1:38,https://open.spotify.com/track/4b9pSvIz68kJOxE7dBccRJ
Psalm 95 - Instrumental,Poor Bishop Hooper,Book IV (Instrumentals from EveryPsalm),5:48,https://open.spotify.com/track/5N52GupFVMSoHCqT1gNQqu
Overly Trimm - Instrumental,Metro Boomin,Metro Boomin Presents: A Futuristic Summa (Hosted by DJ Spinz) [Instrumentals],3:47,https://open.spotify.com/track/3nu4XfEs79j3snc4il2fBH
WTF Goin - Instrumental,Metro Boomin,Metro Boomin Presents: A Futuristic Summa (Hosted by DJ Spinz) [Instrumentals],3:13,https://open.spotify.com/track/2GWYNsf8WON5Mc3KLumLh3
I Go - Instrumental,Metro Boomin,Metro Boomin Presents: A Futuristic Summa (Hosted by DJ Spinz) [Instrumentals],2:34,https://open.spotify.com/track/2JYy6PdNcN7LurdbdpCx5q
in the pool,kensuke ushio,CHAINSAW MAN THE MOVIE: REZE ARC original soundtrack -summer's end-,4:05,https://open.spotify.com/track/1AvuBt1hrjsHeBxFX91Rn6
Your Love Remains (Instrumental),Cavetime,A Worship Experience,5:08,https://open.spotify.com/track/2gvIz0s6FpeKWI7JsPMMfP
Devotional,Instrumental Worship Collective,Devotional,2:10,https://open.spotify.com/track/4vLSuFOa7D0JtlFmTixeML
Peaceful,Instrumental Worship Collective,Peaceful,1:54,https://open.spotify.com/track/3wMAGb04iUbKYys4OZ0Flc
Humble - Instrumental,Hillside Recording,Lullaby Hymns III (Instrumental),1:39,https://open.spotify.com/track/7Asns5GSVrtm8kULdA4pXb
Instrument,Atmosphere,Jestures,2:07,https://open.spotify.com/track/3UoBX7S05jDemDwceUTZN0
Instrumental,"Black Country, New Road",For the first time,5:27,https://open.spotify.com/track/6muaqhrGvRop2JyxjwWHhX
