track_name,artist_name,album_name,duration_minutes,spotify_url
Uplifting Epic,Mapa,The Epic,2:21,https://open.spotify.com/track/58huJtSXHdu8uFbbw0Vp8x
Inspirational Cinematic Ambient,AShamaluevMusic,Inspirational Cinematic Ambient,3:08,https://open.spotify.com/track/0o07y13oIyB17Ipdp6KTVs
Life,Epic Soundscapes,Yoga Soundscapes,1:24,https://open.spotify.com/track/4AnaVb3wOLavCHrBnIB8wM
Epic Music,DM Production,Epic Music,1:39,https://open.spotify.com/track/6GWDPHfGVpBZQxbPQtETNX
Epic Emotional Trailer,Jamie Salisbury,Epic Emotional Trailers,2:17,https://open.spotify.com/track/0HWwGzgzDrV2k4jsNSkPiH
Effort (Epic Background Instrumental),Fearless Motivation Instrumentals,Sounds of Power Epic Background Music (Vol. 2),3:44,https://open.spotify.com/track/2yHVDzDY2vgkow1SYiF3BT
Lavendar,Ambient Realms,"Massive Ambient Music, Vol.1",6:03,https://open.spotify.com/track/0ikIhYEtfurcvzNdWA7IuM
Evil Temple,Ambient Realms,"Massive Ambient Music, Vol.1",3:17,https://open.spotify.com/track/6JGlc9d3ZnEkMgalgqnMJ3
Awake,Elephant Music,Prophet,3:04,https://open.spotify.com/track/1UgwIounx7zsR50AqsisFB
A Magical Town,Ambience Mastery,Epic Fantasy Adventure Orchestra Ambience,1:46,https://open.spotify.com/track/3kSwBYHm57O0XZS4euHmk8
Epic,Lola O'Keily,"Celtic Music: Ancient Forest, Relaxing Harp, Nature Sounds",4:43,https://open.spotify.com/track/3k7U080Yi7ijbrMlJn17Ky
Historical Epic Background Music,LuckyBlackCat,Historical Epic Background Music,2:16,https://open.spotify.com/track/5AmC9j1ULEygY6amNhgavN
Epic Emotional Orchestra,Lesya Nz,Inspiring Epic World,3:24,https://open.spotify.com/track/1Ae00KHhkuVz771drwu2IM
Inspiring Ambient,DensoMusic,Ambient Corporate Background,2:29,https://open.spotify.com/track/7qUv81aCnBV7hbIhxqX7J0
Chorale Epico,Gothic Storm,Epic Choral Stab Revival,2:29,https://open.spotify.com/track/6MlbnqFrCaYraEZ6JajFlx
Guided (Epic Background Music),Fearless Motivation Instrumentals,Epic Surge (Background Music),4:16,https://open.spotify.com/track/6ph36wCHVvHRQ8OXrh0gYq
Inspirational Epic,Florews,Epic Motivation,2:17,https://open.spotify.com/track/10Ct94JhTZ2Vlxg1zLv8Om
Epic Sword Fight,The Bridge,The Bridge,0:52,https://open.spotify.com/track/0XA4rk8frSE4CoHekSX6xX
Vision (Epic Background Instrumental),Fearless Motivation Instrumentals,"Epic Background Music for Videos, Vol. 3",3:29,https://open.spotify.com/track/0i1sTe0q8nmXbGWlkKtdRG
Rise Above,Gothic Storm,"Epic Emotional, Vol. 1: Empowering Classics",2:38,https://open.spotify.com/track/10X2CrLQof5U4rEV3PsgmI
Motivational Epic,Florews,Epic Motivation,2:26,https://open.spotify.com/track/5svIH9V7bGQO6mH31EOLKM
Study Room (Library),Sword Coast Soundscapes,"Villages & Towns, Vol.1",7:00,https://open.spotify.com/track/1NbhJUEboM95fbMzZ9XqbT
Atmospheric Strings,Ambient Space,Ambient Relaxation,0:58,https://open.spotify.com/track/57c5s4nnpsmpSTfR1ey1QN
Uplifting Epic,ProLuxeStudio,Orchestral Music,2:12,https://open.spotify.com/track/2ZTIQKdkRqknW4hEJq6Jn3
A New Hope,Epic North,Rising Storm,2:42,https://open.spotify.com/track/3N8y8H6etXZWlVJc8CQKBO
Arcadia,Elephant Music,Prophet,2:56,https://open.spotify.com/track/50ZKWlej9fnldL8uvjiETP
Sexy,Epic Soundscapes,Epic Sands,1:08,https://open.spotify.com/track/17iC2Xshy8ciTsbo5wVnno
Adam,Epic Soundscapes,Epic Sands,1:08,https://open.spotify.com/track/2siEXWwRNsefRgHokTrJx3
A Tense Situation - Epic Cinematic Style Instrumental,Ambience Mastery,In Search of Adventure (Epic Cinematic Style Instrumentals),3:10,https://open.spotify.com/track/6JxVJK8LYJpZ7zTc4iZAc8
Ambient Electro Cinematic Trailer,Carlos Estella,Epic,2:54,https://open.spotify.com/track/0vi0ftPEdNKLL3KaBWh5Hn
Epic Music,Background Music for Videos,Background Music,2:06,https://open.spotify.com/track/6BgoBnDDLX6ZaTllehrtwx
Above the Earth,Gothic Storm,Epic Emotional,2:36,https://open.spotify.com/track/2FXqATUOQmXOWBmBkMwojZ
Dark Ambient Music,Alan Samhita,D&D Ambient Music,7:15,https://open.spotify.com/track/1aJmMl0vtRSQPilQvQdpLC
Worldscape,Lionel Schmitt,Splendor of Nature (Majestic and Emotional Orchestral Themes),4:12,https://open.spotify.com/track/0k8TWJqNLYEa0seQGFztPV
Epic Landscapes,Paul E Francis,Soundtrack for Heroes,2:08,https://open.spotify.com/track/1VcQbGS4BlUsxYJl6fYq6l
Cinematic Ambient Piano,Dmitriy Sevostyanov,Inspiring Piano,2:36,https://open.spotify.com/track/2bFrilsMXQgtORwD5nAks4
Epic Dreams,Phil Larson,Determination,3:25,https://open.spotify.com/track/1jhdjLVutux0CUKvm2YDUi
Into Battle,Benson Taylor,Epic Action Scores,2:05,https://open.spotify.com/track/06M9AifUpQ8GhmteXnoG0b
Quiet,Ambient Realms,"Massive Ambient Music, Vol. 2",6:23,https://open.spotify.com/track/7drdFSpqLtX7don9tLIlfj
The Old World (Ambient Early),Griffin Cohen,Civilization: Beyond Earth - Rising Tide (Original Soundtrack from the Video Game),4:36,https://open.spotify.com/track/0spMm0pQR6AlYw9CGOhNTh
The Abyss (Ambient Middle),Griffin Cohen,Civilization: Beyond Earth - Rising Tide (Original Soundtrack from the Video Game),4:03,https://open.spotify.com/track/10XmklkTTG7fJpNtbTcWr2
Epic Triumphal Adventure,Carlos Estella,Epic Heroic Orchestral,2:18,https://open.spotify.com/track/3p5dV5WdRdAANJsFqqgBx6
Grace (Ambient Background Music),Fearless Motivation Instrumentals,Grace (Ambient Background Music),5:26,https://open.spotify.com/track/6gQoGhv1FkAISvtpJfshDz
Cinematic Epic,Florews,Epic Motivation,1:54,https://open.spotify.com/track/49PoeNh9rLaZ0sKekUv5Rf
Soar,Ambyr Marie,Celestial,2:25,https://open.spotify.com/track/4cdfw6Ym4BYrx33YThCeki
Frozen Fortress,Epic North,Rising Storm,2:08,https://open.spotify.com/track/3AwgmvL90mQ0lr3PdJ0ldo
Orbit,Epic North,Dragon,2:47,https://open.spotify.com/track/4mqoAEaGC7HUspMGNmxS1a
Ambient Suspenseful Background (Original Motion Picture Soundtrack),Acoustic Instrumental Vibes,Ambient Suspenseful Background (Original Motion Picture Soundtrack),2:06,https://open.spotify.com/track/1M6GOFvY9YviLMRlTUZm1V
Inspiring Epic,Florews,Epic Travel,2:16,https://open.spotify.com/track/7a1UNuuQ70uESiFfvOsudi
Epic Inspiring,Florews,Epic Inspiring,2:12,https://open.spotify.com/track/24Ry2bn01lYQ6iF7RghHk8
Remembering Times That Were Much Different,Ambience Mastery,Epic Fantasy Adventures (Orchestral Instrumentals),1:55,https://open.spotify.com/track/1a2IFlgWpEvC89HljlkdHc
Mix,Epic Soundscapes,Jump,1:18,https://open.spotify.com/track/1mSo11OEmoIKKQc5onJcvU
Instrumental Atmosphere,Sleep Rain Memories,Deep Sleep Soothing Loopable Rain Sounds for a Perfect Sleep,0:52,https://open.spotify.com/track/0zISyAdLrFI81PtixmCVW2
Heroic Destiny,Frederic Sans,Cinematic Adventures,2:50,https://open.spotify.com/track/1aIUEhljNEFCyvUjewS1Ld
Classical Epic,Florews,Epic Motivation,1:55,https://open.spotify.com/track/3Fw7owynMaSY9Q8NuWoN2c
Cinematic Epic,Background Music for Videos,No Copyright Background Music,2:09,https://open.spotify.com/track/73sAfdosIXGHpF2W4AXWHW
Heroic Epic,Florews,Epic Motivation,2:09,https://open.spotify.com/track/3AxKc9VX8J5CFOS90W1wcD
Ambient Chamber,Ambient Realms,"Massive Ambient Music, Vol. 6",9:00,https://open.spotify.com/track/5tX2yEhUZ11jtK7X0qm8CP
Piano Epic,Phil Larson,Believe,1:59,https://open.spotify.com/track/6MkE6ryvUabxIfnu3Ak28Y
Ironcloud,Epic North,Arcadia Redux,2:28,https://open.spotify.com/track/6iOzAIu3W7d9zLwOxMMCYG
Wonderland (Epic Background Music),Fearless Motivation Instrumentals,Reach the Sky,4:12,https://open.spotify.com/track/5r2D637u6XoBJ3HokLsPuQ
Allegiance,Gothic Storm,Epic Emotional,2:29,https://open.spotify.com/track/2P39pXAUqT1xktytQsEPLF
Serene Peace,Ambient Realms,"Massive Ambient Music, Vol. 4",9:12,https://open.spotify.com/track/1ZvNMftQpJIXUrKNtAFqfr
Scythe,Epic North,Mammoth,1:06,https://open.spotify.com/track/4eEkCqDGLz6BWAhKsIaRRK
Generic Dungeon - Loop,Sword Coast Soundscapes,"The Adventurer, Vol. 1",7:00,https://open.spotify.com/track/0njT1meJUMndSlBWpRVp1S
A Historic Reckoning,Background Music Lab,"Epic Cinematic Background (Heroic, Inspiring, Dramatic Trailer Music)",2:01,https://open.spotify.com/track/5CJg0LnBlEHWWZUPqqvfYo
Epic Track,makesound music,Epic Cinematic Inspirational,2:09,https://open.spotify.com/track/2KnBRXdroiTBpvmr4dMJ9w
Fantasy Epic Music,Celtic Chillout Relaxation Academy,"Magical Celtic Sensation - Nature Music for Relaxation, Sleep, Spiritual Healing",3:38,https://open.spotify.com/track/1SZ3TRUub4cyXtNO1zlpdH
Epic Majestic Heroic Orchestral,Carlos Estella,Inspirational Cinematic,2:39,https://open.spotify.com/track/4L7uQvVqGoXyQvsuMhr9YL
Rising Storm,Epic North,Rising Storm,2:52,https://open.spotify.com/track/7ds6pfs0FGB322iEkANbti
Epic Adventure,Musway Studio,"Royalty Free Music, No. 7 (Corporate, Cinematic, Background)",2:21,https://open.spotify.com/track/3IPltg23tQyEmUbRFVvurC
Powerful Epic,ProLuxeStudio,Epic Trailer Music,1:52,https://open.spotify.com/track/1Nbp7wgz4rxOelIdi3ESLU
Adventure Epic,Mapa,The Epic,2:36,https://open.spotify.com/track/6wrF6j4nuqUUKVz4Xl1BTm
Ready (Epic Background Music),Fearless Motivation Instrumentals,Sounds of Power 8 (Epic Background Music),4:36,https://open.spotify.com/track/6HiWIdtS6EoqfkDwKgcvu1
Fantasy Instrumental Music,Relax Viking Music,Fantasy Instrumental Music,4:32,https://open.spotify.com/track/7e5Ngko4OnxJETl0kjHiRC
Epic Documentary Trailer,AShamaluevMusic,Epic Trailer Music,2:43,https://open.spotify.com/track/4lK15nTaqd0gKOjbyAASKB
Epic Fantasy Inn Music,Mystic RPG,Epic Fantasy Inn Music - Pirate & Sailor Tavern,2:38,https://open.spotify.com/track/40UbEd141YnUrQYWOiky2X
Empty,Gothic Storm,Minimal Melancholy,2:39,https://open.spotify.com/track/1tMmXQJuB1f4rgwbmuUWSW
Journey Through the Lost Marshes,Ambient Realms,"Massive Ambient Music, Vol.3",3:06,https://open.spotify.com/track/75fVC7IhiJ9ngJWtlbbT9M
Magical Winds,Secession Studios,Epic Classics,2:00,https://open.spotify.com/track/6frTeP2QyzIsqn5mBh72Rd
Epic Cinematic Inspirational,makesound music,Epic Cinematic Inspirational,2:12,https://open.spotify.com/track/4pEAkFkoO7fnQfhKH7o0qG
Desert of Despair,Ambient Realms,"Massive Ambient Music, Vol. 5",10:46,https://open.spotify.com/track/2IPDL70wINxTSy5DmS8CwE
Space,Epic Soundscapes,Free Spirits,1:49,https://open.spotify.com/track/2UgQ3i8OtiJxVK0bImyceJ
Danger Ahead,Gothic Storm,Neoclassical Danger,2:55,https://open.spotify.com/track/6GNqLRd71eMoK4OPon1ptx
Epic Moments,Ag_music,Epic Stories,2:15,https://open.spotify.com/track/60nR0rKa0ba7kYBO2iMvda
Dramatic Inspiring,Background Music Lab,Epic Motivational Music,2:00,https://open.spotify.com/track/0t7lt12pBoslXdHjjNOAYi
Epical Emotive Inspiring,makesound music,Epic Cinematic Inspirational,1:58,https://open.spotify.com/track/5OTVJekzgnCcMX7j9pu3Z5
Inspirational Epic,makesound music,Epic Cinematic Inspirational,1:40,https://open.spotify.com/track/5niM17Zyq4AOijaJVRILF2
Epic Inspiring,Oleg Kashchenko,Epic Inspirational Music,2:12,https://open.spotify.com/track/1vcsM7936Lmbfkxyz42i4G
Epic Background Music,Background Music for Videos,Background Music for Videos,2:14,https://open.spotify.com/track/03W1BMmuzmHj6lrFjF5Io0
Inspiring Music,Ambience Fantasy,Instrumental Music for Reading Comics,4:54,https://open.spotify.com/track/6Cbh4nIe0K9x9EIJSPkieZ
Guardians,Gothic Storm,Sweeping Fantasy Adventure,2:34,https://open.spotify.com/track/3YjLEKZ0YRk9VQF7NbNnaw
Epic Battle Music,Background Music for Videos,Bgmusiclab,2:08,https://open.spotify.com/track/3rdcbAVPhRvrug95BZ92RC
Epic Saga,Florews,Epic Hope,2:28,https://open.spotify.com/track/1UVUb7S3Kzr7cKJUyI3cP8
Ambient Inspiring,Metrow Ar,Inspiring,2:20,https://open.spotify.com/track/5DMjsibItwlmRxICOeqYQO
Epic Victory,Florews,Epic Hope,2:24,https://open.spotify.com/track/5XSyFrnq8YoeWgGrno5VQo
The Epic,Carlos Estella,Epic,2:08,https://open.spotify.com/track/5djymd8hxgYDYGpIQ6Bl0S
Heroic,Revolt Production Music,Gates of Heaven 2,1:56,https://open.spotify.com/track/6A3OMSexIv3ecddF2ZiYXq
Epic Adventures 2,Denis Podberezny,Epic Ballads,3:41,https://open.spotify.com/track/4fUrwvARg3QSNxQhmVFzLs
Epic Piano Trailer,AudioCopper,"Epic Cinematic, Vol. 2",2:35,https://open.spotify.com/track/7lltUCDfLdSktCd5PxOT3p
Epic Emotional Trailer,Philippe Guez,Epic Emotional Trailer,2:29,https://open.spotify.com/track/6z0ZP0F0pFzl4aPua89q1U
Epic Cinematic Score,Carlos Estella,Inspirational Cinematic,2:30,https://open.spotify.com/track/66SWePxRuXMj7oJbXZCk35
Ruthless,Epic Soundtracks,Rise Above - Re Visited,3:02,https://open.spotify.com/track/63kHh0cOe9aIGhxvKGkK1q
Epic Motivational Trailer,AudioCoffee,Epic History,2:53,https://open.spotify.com/track/6QE9IwDwwMLGgT8h1e7LsF
Epic Adventure Trailer,Wolfgang Woehrle,Open World,1:59,https://open.spotify.com/track/2ZwXuUrh3ZvXdvyZQs7czc
Epic Adventure,Ernesto Martin Lopez,The Epic Album,0:59,https://open.spotify.com/track/6FMfk6L5QLe1GpHaIAVPZ5
Ambient Haunt,Ambient Realms,"Massive Ambient Music, Vol. 9",8:58,https://open.spotify.com/track/3J89M0wkbMEtYdLTsO0xhD
Exile,Francisco José Villaescusa,Epic Tales of the Mediterranean,3:52,https://open.spotify.com/track/3jlTrcj4AZeXVkBFGi8yVA
Ambient Music,Easy Sleep Music,"Ambient Deep Sleep Remedy: 15 New Age Soft Deep Tracks for Total Relaxation, De-Stress, Calm Down, Cure Insomnia, Sleep Healthy & Dream Beautiful",3:11,https://open.spotify.com/track/3FBGblj3yOAmtC2tJvUZ3P
Dramatic Adventure of a Lifetime,Florews,Modern Epic,2:08,https://open.spotify.com/track/29hTX5A83wK6cQpNe4dkWt
Ancient Citadel,Ambient Realms,"Massive Ambient Music, Vol. 11",5:53,https://open.spotify.com/track/5XDFTmgUvjeYDumwk8T34O
Scrambled Synapse,Epic North,Vikingception,2:36,https://open.spotify.com/track/46fWPwd9eQSEYPHdEFo5xw
Epic Heroic,Florews,Epic Heroic,2:23,https://open.spotify.com/track/3K53Nz57lYETex315TriqJ
Epic Hope,Florews,Epic Hope,1:58,https://open.spotify.com/track/3PVlxbM7QQgN55p3FU2u73
Proof (Epic Background Music),Fearless Motivation Instrumentals,Sounds of Power 8 (Epic Background Music),3:38,https://open.spotify.com/track/4tVXFkMjmMPonLYpWOTvp5
Resurgence (Epic Background Music),Fearless Motivation Instrumentals,Reach the Sky,3:16,https://open.spotify.com/track/0XVMqeCBTwqDOxD6FmPMXL
Rise,Francisco José Villaescusa,Rise,3:40,https://open.spotify.com/track/3iB8hAS6P1SUhbrLfo58MJ
Oceanstorm,Epic North,Rising Storm,3:10,https://open.spotify.com/track/7iFuRwfzm4YfwFjjIwux5J
Dark Passage,Ambient Realms,"Massive Ambient Music, Vol. 4",9:55,https://open.spotify.com/track/3DRN4xTMPxuuEb7Lr4Oaku
The Difference (Epic Background Instrumental),Fearless Motivation Instrumentals,"Epic Background Music for Videos, Vol. 3",4:36,https://open.spotify.com/track/3oVfAmUMFvK0BRa12swn1F
Epic Films,Alan Al,Instrumental,2:10,https://open.spotify.com/track/4HSSNWbnGuY2HeSi2Z1TNA
Epical Forses,makesound music,Epic Cinematic Inspirational,2:36,https://open.spotify.com/track/2WyQiK99NxF764F7r59j1j
Background Epic,BGM Studio,Heroic Epic,2:05,https://open.spotify.com/track/6TvQHA9GE29BzjyqcROQVS
Entering the Holy City,Sound Adventures,Cinematic Adventures,2:37,https://open.spotify.com/track/5uDlVR52exuuPdrLqq07ua
Dreams of a Riven Sky,Gothic Storm,Epic Emotional Electronica,2:56,https://open.spotify.com/track/2pqSeO16TIbqlwA3lh6IUA
Epic Music - Motivational Instrumental Mix,DidekBeats,Boss Mode (Motivational Hip Hop Beats & Aggressive Rap Instrumentals [Gym Music Beats],3:12,https://open.spotify.com/track/3LEEnKt9WGbk2tR5HRxQeo
Intense Epic Uplifting,makesound music,Epic Cinematic Inspirational,1:48,https://open.spotify.com/track/2aamSldk5trQgCSbtCTFpe
Dark Halls Two,Ambient Realms,"Massive Ambient Music, Vol. 6",9:33,https://open.spotify.com/track/3qlvrTlX8BdAkBM9ItFQOt
Space Battle,Ambient Realms,"Massive Ambient SciFi Music, Vol. 1",8:58,https://open.spotify.com/track/75fGyQNLYICKrFjiAYimhq
Epic Motivational,Florews,Epic Motivational,2:13,https://open.spotify.com/track/6yiTrRF7GWy0iiySVdOLzY
Dread Marshes,Ambient Realms,"Massive Ambient Music, Vol. 5",10:47,https://open.spotify.com/track/3DFuL38U7QGLkpUbtzDC2j
An Epic,Mapa,Epic,2:28,https://open.spotify.com/track/5RrCTU1T2MhkhP04yPWUQA
Heroic and Romantic Orchestra (Epic Symphonic Music),Krisztian Palmai,Heroic and Romantic Orchestra (Epic Symphonic Music),3:12,https://open.spotify.com/track/5ln3kKllhv9R8RfNjAJjk9
Divine Rise,Ambient Realms,"Massive Ambient Music, Vol.1",4:01,https://open.spotify.com/track/0d5V1Eszt9HqiLIoMxnjBH
Inspiring Epic,StereojamMusic,Journey To Glory,1:27,https://open.spotify.com/track/0Kw5cfzJ5utuTUnjUTBdmz
Epic Excitement,Ambience Mastery,Chinese Epic Ambience,2:30,https://open.spotify.com/track/3axkRPvzYRCwFy35TVzxAX
Epic Rise,Florews,Epic Fire,1:50,https://open.spotify.com/track/1vWxcSQ2mkLLdp7HLnv5bL
2018 (Epic Background Music),Fearless Motivation Instrumentals,"Sounds of Power, Vol. 6 (Epic Background Music)",4:48,https://open.spotify.com/track/7swtGv2JD1fWs8ASRPq45Y
Historical Epic,Mapa,The Epic,3:07,https://open.spotify.com/track/5q4etwjc25XD0DWWkFPQb1
Beyond the Stars,Gothic Storm,Epic Emotional Electronica,2:36,https://open.spotify.com/track/3AngEBQwFMovC1IMndNA5D
Sanctuary,Ambient Realms,"Massive Ambient Music, Vol. 10",4:18,https://open.spotify.com/track/5O5bDyw2CSL6fr8ERXxWBE
Elven Sanctuary,Ambient Realms,"Massive Ambient Music, Vol.1",11:54,https://open.spotify.com/track/2sdCfgKrPEYD0Rf0TtAxNn
Second Wind (Epic Background Music),Fearless Motivation Instrumentals,Epic Surge (Background Music),3:18,https://open.spotify.com/track/4OSErpIc5SILBMHu1g6aQ9
Epic Power,Florews,Epic,2:07,https://open.spotify.com/track/6NqEBQ1rfW4iqJ7DQrUdlZ
Epic Ethereal Fantasy Uplifting Vocal,Carlos Estella,Time Travelers,2:31,https://open.spotify.com/track/4j4dsc18bLCvhMn9WKkYlc
Dark Twisting Halls,Ambient Realms,"Massive Horror Ambience, Vol. 1",3:47,https://open.spotify.com/track/3HCZIgz1Mr2y0xGHjtfVJz
Purpose Is Glorious,Natalie Holt,Loki: Season 2 - Vol. 2 (Episodes 4-6) [Original Soundtrack],3:08,https://open.spotify.com/track/14ttivyM8Dj0xichnst1Vd
Scheming - Instrumental Slowed,you lost,Scheming (Instrumental),1:12,https://open.spotify.com/track/7M5tgXBn9eAxW4vFBPDToF
Who (Instrumental),Jimin,MUSE (WONDER ver.),2:50,https://open.spotify.com/track/1Px44tw80Q4rcCl8FxDGOi
Waterfall,Toby Fox,UNDERTALE Soundtrack,2:06,https://open.spotify.com/track/2N2lDDaucbMUw1I1GxBrbc
A DARK ZONE,Toby Fox,DELTARUNE Chapters 3+4 (Original Game Soundtrack),2:18,https://open.spotify.com/track/4xWndE8mpwxptsiImg8NML
Calm my Heart,Khamir Music,Calm my Heart,2:42,https://open.spotify.com/track/3IKMAhF6ngbxnfW8ZRklOY
Goodbye Yellow Brick Road,Moonsong,Goodbye Yellow Brick Road,2:14,https://open.spotify.com/track/2qJsAAXFRJDzBDPnGD1HgA
Nothing I Hold Onto - Instrumental,draw close,Nothing I Hold Onto - Instrumental,2:24,https://open.spotify.com/track/530WLKSd0ntu0f2aNRaOu3
In Jesus Name (God of Possible) - Instrumental,draw close,In Jesus Name (God of Possible) - Instrumental,3:17,https://open.spotify.com/track/6AMhxfecjU8WERLKHHNxpv
Love Potions Instrumental,BJ Lips,Love Potions,2:36,https://open.spotify.com/track/60BOOum4ofwslLei94YU3K
Instrumental I - 2019 Remaster,James Taylor,The Warner Bros. Albums: 1970-1976,0:54,https://open.spotify.com/track/6CezbqWv6Nq1ap5UPQ6FKF
Instrumental Music (For Reading),Instrumental,"Instrumental Music: Calm Music for Relaxation, Yoga Music, Spa Music, Meditation Music, Sleeping Music, Massage Music, Studying Music and Relaxing Guitar Music for Sleep",2:05,https://open.spotify.com/track/3gBdwQoJWwRZoxr1LHERds
Your Love Awakens Me (Instrumental),Shane & Shane,Your Love Awakens Me (The Worship Initiative Accompaniment),3:52,https://open.spotify.com/track/7Jmhho2tWPxYI4jvwXTYD4
Overflow with Heavenly Grace,Instrumental Christian Songs,Kingdom Praise: Songs Of Royalty & Worship,2:36,https://open.spotify.com/track/3lIudv6ZBreytwzb0hTGki
On My Knees - Instrumental,Relaxing Piano Man,Worship Time (Instrumental),4:06,https://open.spotify.com/track/0UKXmPUwyz2NgQQrLuFh1o
Raise the Bridge - Instrumental,Beautiful Eulogy,Instruments of Mercy (Instrumentals),2:13,https://open.spotify.com/track/56DmxOJzVSIhhTaHSLxdxZ
Overture - Instrumental,Beautiful Eulogy,Worthy (Instrumentals),2:40,https://open.spotify.com/track/7ERYaSt7ifZB0SsxkYqeCE
YET - Instrumental,Dan Musselman,YET - Instrumental,3:38,https://open.spotify.com/track/6zKM61zlKkgMF30T4b59u7
Instrumental Vibes,Jai Lainbachs,Morning The Inner Sway,4:32,https://open.spotify.com/track/1SaLFxu4jeHHzFlvsoEshG
Instrumental,James Fortune,Encore,1:35,https://open.spotify.com/track/6GdIncRiz9JctEEmMFTqr8
Restless - Instrumental,untitled,Restless,2:53,https://open.spotify.com/track/1Rm95V9kselzSzavxkzZxz
A Mad Russian's Christmas - Instrumental,Trans-Siberian Orchestra,Christmas Eve and Other Stories,4:42,https://open.spotify.com/track/4yrvnhXDys0DTs2yTqpLBJ
Jacob's Prayer,Emile Mosseri,Minari (Original Motion Picture Soundtrack),1:34,https://open.spotify.com/track/6fHdMf1m47mDBcwvOiRGxQ
Zionsville ii,Khruangbin,The Universe Smiles Upon You ii,5:41,https://open.spotify.com/track/2ANYBNadAmiQJ8NmiHtd9a
Shivers,Emile Dufresne,Shivers,2:19,https://open.spotify.com/track/4SwOiakLxdV06pg5xhNo8a
Rocket Man,Fiona Greenly,Rocket Man,3:04,https://open.spotify.com/track/6ff2TinoXWHCn0JnfUAp2b
Vs. Susie,Toby Fox,DELTARUNE Chapter 1 (Original Game Soundtrack),1:21,https://open.spotify.com/track/5ydKiJ69LWOzfSya9ojhE4
SHE WILL - Instrumental,XXKATUSJINSUX,SHE WILL (Instrumental),1:03,https://open.spotify.com/track/6DQ6asdlghX7Aok9IGonZd
L'amore dice Ciao (Main Titles) - Remastered,Armando Trovajoli,La Matriarca - The Libertine (Original Motion Picture Soundtrack),3:12,https://open.spotify.com/track/03KBBkHF2vaeRol4Qt3ccX
Every Living Breathing Moment,Grant Steller,Every Living Breathing Moment,1:46,https://open.spotify.com/track/7bpx69zMjG7KJvOdfjCeRz
Blessed Assurance - Instrumental,Alisa Jones,"Church In The Wildwood, Vol. II",3:29,https://open.spotify.com/track/6imVue3vIeulxL69WLAOKX
"Holy, Holy Holy - Instrumental",LaDonna,50 Violin Hymns & Worship,4:26,https://open.spotify.com/track/3otQjvXjViXSUt0axoKTVW
Instrumental 523,Remy Zero,Villa Elaine,2:19,https://open.spotify.com/track/6pKSaw3qNH0aGgdSY4kNbj
Triumph of the Sacred Light,Instrumental Christian Songs,Kingdom Praise: Songs Of Royalty & Worship,1:55,https://open.spotify.com/track/4EuVAhd1sdLVfadYIw14c2
Instrumental (Background Music),Instrumental,"Instrumental Music: Calm Music for Relaxation, Yoga Music, Spa Music, Meditation Music, Sleeping Music, Massage Music, Studying Music and Relaxing Guitar Music for Sleep",2:42,https://open.spotify.com/track/6XGUF5TLwIVyUgdkLlw4sw
Interlude #3 - Instrumental,Lauren Daigle,Lauren Daigle (Instrumental),0:56,https://open.spotify.com/track/6huxFWbsGJ20I32CphdXHr
Cornerstone - Instrumental,The Worship Zone,The Worship Zone Five,4:49,https://open.spotify.com/track/1YhSHR0wOP0W7gkOVfzvmW
chihiro - Instrumental,no/vox,chihiro (Instrumental),5:01,https://open.spotify.com/track/7aHtUqglpLyeJCOycKn8DL
Instrumental Disease,Godless Wicked Creeps,Hellcoholic,4:46,https://open.spotify.com/track/0DB7F9kRpFmJs13RNMWfiq
Instrument - Live,The Clark Sisters,Best Of The Clark Sisters (Live),6:41,https://open.spotify.com/track/6OmxlTR818ZNNzvFrQZTcf
All I Want Is You (Would You Marry Me? : Original Television Soundtrack) (Instrumental),Seungmin,"Would You Marry Me?, Pt. 1 (Original Soundtrack)",3:12,https://open.spotify.com/track/4a1iTLDaPc2zr4aFytWdlk
Don't Cry,J Dilla,Donuts,1:59,https://open.spotify.com/track/67c5M9gVWemCV5SGH5cc4v
Dearly Beloved - KINGDOM HEARTS II Version-,Yoko Shimomura,KINGDOM HEARTS -HD 2.5 ReMIX- (Original Soundtrack),4:19,https://open.spotify.com/track/6Tkn4gwyqVcpU0ecgtU3bw
Tiny Dancer,Alexander Gresham,Tiny Dancer,3:11,https://open.spotify.com/track/3KGkRYOsnZ8eQSRITbcVpq
Zionsville,Khruangbin,The Universe Smiles Upon You,4:11,https://open.spotify.com/track/0b83Lnss5ffRDHgox47cF8
Reflection,Christopher Larkin,Hollow Knight (Original Soundtrack),1:39,https://open.spotify.com/track/16obHUJN0KaqVyCaV3GwFX
Amar Y Vivir,Hermanos Gutiérrez,Hoy Como Ayer,2:56,https://open.spotify.com/track/2QxDaDreSenwYKZ5Ka9fra
Ezio's Family,Jesper Kyd,Assassin's Creed 2 (Original Game Soundtrack),3:57,https://open.spotify.com/track/05UMQXFCsa9oPnLgfJHVyF
I'm So Blessed - Instrumental,draw close,Never Alone (Instrumental),2:05,https://open.spotify.com/track/5P0uGmMs6wIuGZO2JwShic
Imitadora (Instrumental),aurelia,Imitadora (Instrumental),1:50,https://open.spotify.com/track/4tccWlfFjmgZLMzH0Z2imf
"""Instrumentals"" Volume 1 - Part 7",Arthur Russell,First Thought Best Thought,2:32,https://open.spotify.com/track/4Ng6Wym3mTZRp2mJpPcm2R
