track_name,artist_name,album_name,release_date,track_id,spotify_url,mood_keywords
Moody Atmosphere,Instrumental Jazz Music Group,Old Smooth Jazz: Vintage Rhythms of Jazz Music,2019-02-28,0X5zFdPhm64HVfni9Z8bKl,https://open.spotify.com/track/0X5zFdPhm64HVfni9Z8bKl,nostalgic solemn pensive
Nostalgia (with Strings),Moises Daniel,Nostalgia,2023-04-21,6wWgPWretvH1Qm6gIsaNka,https://open.spotify.com/track/6wWgPWretvH1Qm6gIsaNka,nostalgic solemn pensive
Melancholic Dream,Serenity,Melancholic Dream,2024-03-15,2IqW0E9pOjZhoztl9DGyoS,https://open.spotify.com/track/2IqW0E9pOjZhoztl9DGyoS,nostalgic solemn pensive
Peaceful Calm Piano,makesound music,Cinematic Emotional Piano,2022-10-18,3tMqZBNd5NCqD6dWwXDCCE,https://open.spotify.com/track/3tMqZBNd5NCqD6dWwXDCCE,nostalgic solemn pensive
Nostalgia,Chinese Lantern,Nostalgia,2022-03-17,0Nn5OjcvBP6fQoMn6FMIkd,https://open.spotify.com/track/0Nn5OjcvBP6fQoMn6FMIkd,nostalgic solemn pensive
Perpetual,Snowfall Dreamscapes,Sad Ambient 2023,2023-11-03,1BVE8CXk8BkNFnSqDEZgs9,https://open.spotify.com/track/1BVE8CXk8BkNFnSqDEZgs9,nostalgic solemn pensive
Melancholia,Classical Piano Academy,"Hotel Lobby Classical Piano Melodies: Relaxing Lounge Piano, Spa Music, Wellness Center, Office Work, Hotel Reception Background Music, Restaurant & Dinner",2022-05-05,6jLyK52SAPaEn6vK3WGZNI,https://open.spotify.com/track/6jLyK52SAPaEn6vK3WGZNI,nostalgic solemn pensive
Peaceful,Piano Music,"The World's Most Relaxing Massage Piano Music - Instrumental Piano, Meditation Music, Romantic Piano, Spa Music, Spa Piano, Piano Meditation And Relaxation, Relaxing Piano",2011-07-27,3oGdTpXEZiotI08naWAaoG,https://open.spotify.com/track/3oGdTpXEZiotI08naWAaoG,nostalgic solemn pensive
Beautiful Melancholic Day,Soothing Piano Music Universe,"Melancholic Piano Music for a Quiet Evening: Time for Dreams and Memories, Instrumental Piano Lounge",2021-03-05,3DBbC0AGr9BEEfCQDZJIdG,https://open.spotify.com/track/3DBbC0AGr9BEEfCQDZJIdG,nostalgic solemn pensive
Nostalgic Wilderness,Music For Relaxation,"Soothing Nature Sounds and Relaxing Guitar Music for Massage Therapy, Meditation and Focus",2017-05-06,3lK9dYzSl9WAwDtQxAtloD,https://open.spotify.com/track/3lK9dYzSl9WAwDtQxAtloD,nostalgic solemn pensive
Nostalgic Samba,Instrumental Music Ensemble,"Evening in Puerto Rico: Latin Jazz with Saxophone and Guitar, Cheerful Bossa Nova Instrumentals to Boost Your Mood",2023-06-01,3TzPf8dkGIyah8s3rwe7Ao,https://open.spotify.com/track/3TzPf8dkGIyah8s3rwe7Ao,nostalgic solemn pensive
Nostalgia,Will Carano,Ambient Sleep,2022-10-26,50t4cFVFDCrTv4mspmtupu,https://open.spotify.com/track/50t4cFVFDCrTv4mspmtupu,nostalgic solemn pensive
Nostalgic,Tranquility Spa Universe,"Calming Spa Music: 30 Tracks Relaxing Music, Relaxation, Yoga, Massage & Welness, Soothing Music",2016-10-04,4QItwhY1mUjXch8ZaIfWut,https://open.spotify.com/track/4QItwhY1mUjXch8ZaIfWut,nostalgic solemn pensive
Melancholic Notes,Peter Moslener,Mellow Moods,2012-04-05,2m8LQ9BSnaBl4NP0nJKUZw,https://open.spotify.com/track/2m8LQ9BSnaBl4NP0nJKUZw,nostalgic solemn pensive
Quiet,Endless Melancholy,Music for Quiet Mornings,2012-03-12,3hQnuZyKtu4C9h2CFF7Vki,https://open.spotify.com/track/3hQnuZyKtu4C9h2CFF7Vki,nostalgic solemn pensive
Grieving (Piano & Orchestra) - Sad Music Sentimental Emotional Melancholy Instrumental Love Song,Sad Piano Music Instrumental Collective Australia,Sad Piano Music 2: Emotional Sentimental Dramatic Melancholy Instrumental Love Songs,2016-12-06,0gyufEctY6gGLhTRSz81qf,https://open.spotify.com/track/0gyufEctY6gGLhTRSz81qf,nostalgic solemn pensive
Melancholic jazz with piano in the background,Musics For everyday,Melancholic jazz with piano in the background,2022-09-01,0zgjeeYcmatcEtZrKwjID9,https://open.spotify.com/track/0zgjeeYcmatcEtZrKwjID9,nostalgic solemn pensive
